ClientID,Name,Password,Balance
15919,Frank,807570,642
15920,Imran,667372,1470
15921,Jerry,757494,777
15922,Hodges,767065,1881
15923,Gregoire,837349,830
15924,Jerry,816736,1958
15925,Nikita,848562,1726
15926,Ann,678159,2259
15927,Anya,768630,1861
15928,Rose,726863,2032
15929,Carlos,798780,820
15930,Lizbeth,827162,1831
15931,Lyudmila,828013,2335
15932,Elbrus,688670,1933
15933,Hermann,856816,2212
15934,George,868136,581
15935,Jose,727066,1373
15936,Johannes,806780,1411
15937,Alexander,716544,1697
15938,Martin,767397,2010
15939,Rose,897186,734
15940,James,728093,838
15941,Tanya,738247,2106
15942,Zachary,866542,2362
15943,Tanya,777431,1682
15944,Kamila,717278,1816
15945,Sergei,858244,2162
15946,Amir,837364,562
15947,Yuri,697378,523
15948,Pashka,846889,789
15949,Tan,717826,2008
15950,Pavel,747170,1211
15951,Hermann,827888,1670
15952,Harry,696852,1758
15953,Frank,758167,2069
15954,Leonid,697835,1896
15955,Imran,667140,1070
15956,Zachary,748216,1674
15957,Alexei,787856,2301
15958,Leonid,816817,2312
15959,Konstantin,896819,1009
15960,George,797148,871
15961,Kevin,768963,2283
15962,Ann,847899,1594
15963,Sergei,798662,1945
15964,Hermann,718217,2273
15965,Pashka,867351,2227
15966,Wolfgang,798673,2477
15967,Lizbeth,677369,2295
15968,Leonid,716912,1503
15969,Ann,907331,2194
15970,Alexander,906517,1620
15971,Sergei,849082,650
15972,Yuri,878034,1621
15973,Pashka,878044,2154
15974,Nate,888749,889
15975,Leonid,666971,529
15976,Zachary,826661,1943
15977,Konstantin,718184,717
15978,Harry,867557,1239
15979,Imran,716958,2242
15980,Ann,796747,1524
15981,Sergei,749036,1977
15982,Lavrentiy,677097,723
15983,Lyudmila,686935,1587
15984,Alexander,768338,1435
15985,Konstantin,808890,1748
15986,Sergei,806638,2214
15987,Lizbeth,837556,2497
15988,Sergei,767348,1260
15989,Nicholas,858114,872
15990,Tanya,826547,1287
15991,Jose,829066,2446
15992,Kevin,828239,1910
15993,Leonid,858173,1049
15994,George,796777,506
15995,Frank,688776,892
15996,Deng,868198,2376
15997,Pavel,748098,757
15998,Nate,846555,2194
15999,Matt,766519,1404
16000,Kamila,776514,2194
16001,Carlos,866735,726
16002,James,818397,1822
16003,Wolfgang,677168,989
16004,Imran,708037,1129
16005,Johannes,727266,980
16006,Ann,736638,1342
16007,George,797827,1767
16008,Imran,738654,1297
16009,Rose,746510,1248
16010,Jose,676791,1449
16011,Wolfgang,697116,2463
16012,Natalia,868558,760
16013,Matt,876671,1926
16014,Frank,756932,1444
16015,Anya,818574,2431
16016,Amir,878174,2058
16017,Imran,817082,961
16018,Konstantin,818999,1018
16019,Nikita,757880,1918
16020,Aman,698420,2225
16021,Konstantin,659014,740
16022,Rose,687983,1564
16023,Kamila,838552,701
16024,Sergei,878588,2295
16025,Vladimir,836628,1486
16026,Brandon,726568,1703
16027,Konstantin,908420,1624
16028,Deng,748647,1522
16029,Alexander,806988,2106
16030,Jose,666561,723
16031,Nate,798291,1753
16032,Lizbeth,778080,1947
16033,Imran,686921,1901
16034,Jerry,827833,1808
16035,Lizbeth,897044,2221
16036,Konstantin,657079,1531
16037,Kevin,858223,813
16038,Nikita,668091,1406
16039,Zachary,668730,572
16040,Kamila,817390,530
16041,Hermann,817812,1870
16042,Yuri,887475,1220
16043,Kevin,688034,2032
16044,Chemena,717874,2206
16045,Nate,778143,1521
16046,Ann,838625,861
16047,Pavel,858425,990
16048,Elbrus,868487,1354
16049,Carlos,718793,1551
16050,Nate,698347,2413
16051,Iosif,678229,1416
16052,Amir,866730,981
16053,Leonid,696952,1128
16054,Tan,667430,2198
16055,George,717421,1577
16056,Carlos,686965,1996
16057,Alexei,878030,1145
16058,Chemena,756880,561
16059,Matt,668655,2200
16060,Kevin,838618,867
16061,Vladimir,688223,1989
16062,Lavrentiy,667561,912
16063,Pavel,886645,850
16064,Georgy,658968,827
16065,Imran,737466,2295
16066,Phillip,758659,765
16067,Jose,698288,1630
16068,Leonid,887327,2373
16069,Carlos,717769,648
16070,Konstantin,869087,2164
16071,Georgy,707333,815
16072,Georgy,669043,2116
16073,Wolfgang,776836,1553
16074,Lizbeth,738950,2053
16075,Konstantin,658375,2096
16076,Elbrus,776972,1701
16077,George,746682,2499
16078,Chemena,657597,2390
16079,Gregoire,809040,634
16080,Martin,816986,1863
16081,Kamila,677727,1642
16082,Hermann,748172,783
16083,Harry,697448,1457
16084,Ann,728489,2334
16085,Zachary,798050,2080
16086,Kevin,808999,1383
16087,Zachary,728671,1792
16088,Sergei,896515,1490
16089,Nate,697335,1138
16090,Martin,868572,1397
16091,Lavrentiy,756777,1603
16092,Matt,778837,978
16093,James,867162,1305
16094,Leonid,746981,1694
16095,Pashka,898716,1230
16096,Lyudmila,868016,2158
16097,Lyudmila,736723,647
16098,Pavel,878791,2184
16099,Wolfgang,898243,1837
16100,Jose,718397,2164
16101,Nicholas,827956,896
16102,Brandon,777219,1861
16103,Lyudmila,787784,835
16104,Georgy,898155,1257
16105,Pavel,898569,1345
16106,Sergei,906689,1882
16107,Ann,827322,893
16108,Lavrentiy,687634,1698
16109,Xing,767027,2099
16110,Imran,827312,2348
16111,Brandon,807049,1744
16112,Pashka,888648,2239
16113,George,677713,1049
16114,Vladimir,816660,707
16115,Sergei,826714,1373
16116,Pavel,857457,1626
16117,Rose,816593,1682
16118,Hajymyrat,747925,1252
16119,Nicholas,857750,1260
16120,Amir,828854,569
16121,Imran,878158,2415
16122,Ann,718489,1101
16123,Alexander,708010,2104
16124,Iosif,828318,2465
16125,Hodges,857865,1827
16126,Alexei,837963,1989
16127,Nikita,838763,528
16128,Zachary,707065,1840
16129,Nicholas,686521,1858
16130,Yuri,657715,1803
16131,Gregoire,796863,1153
16132,George,677264,876
16133,Xing,867832,986
16134,Martin,698283,750
16135,Frank,776686,1674
16136,Elbrus,716528,1957
16137,Hodges,767934,1751
16138,Alexander,848125,1734
16139,Jerry,827435,1061
16140,Alexei,778179,1991
16141,Deng,897950,993
16142,Natalia,858610,1370
16143,Gregoire,696977,1273
16144,Amir,808562,1138
16145,Alexei,728745,890
16146,Jerry,676726,2458
16147,Leonid,838777,2164
16148,Tanya,806562,1687
16149,Wolfgang,788918,1231
16150,Frank,786812,1058
16151,Aman,898837,1104
16152,Iosif,678359,1232
16153,Leonid,667121,976
16154,Natalia,898544,1238
16155,Pashka,688816,838
16156,Pashka,837538,1065
16157,Ann,687833,807
16158,Johannes,808766,2333
16159,Natalia,888717,1600
16160,Natalia,848431,1374
16161,Chemena,808064,1804
16162,George,726520,2292
16163,Rose,796556,581
16164,Brandon,697814,1578
16165,Amir,698181,2468
16166,Nikita,868147,935
16167,George,728619,844
16168,Deng,907578,1532
16169,Kevin,808874,1528
16170,Ann,748425,763
16171,Nicholas,888827,773
16172,Aman,698616,758
16173,Matt,768579,2310
16174,Jose,687177,2073
16175,Gregoire,787475,505
16176,Carlos,698859,2447
16177,Phillip,888337,1323
16178,Tanya,878112,1837
16179,Anya,868141,934
16180,Carlos,886577,2327
16181,Lavrentiy,758865,976
16182,Tan,817616,1888
16183,George,756520,719
16184,Aman,738293,1003
16185,Matt,898214,2090
16186,Aman,667144,1313
16187,Lyudmila,667483,1991
16188,Lizbeth,857041,2252
16189,Nate,677485,1110
16190,Kevin,756525,1814
16191,Harry,668594,2205
16192,Jose,826743,1564
16193,Amir,897146,1147
16194,Johannes,858456,1017
16195,Brandon,708068,998
16196,Konstantin,726857,1509
16197,Yuri,826950,2044
16198,James,847667,2429
16199,Brandon,857416,1107
16200,Chemena,818664,623
16201,George,728432,920
16202,Matt,858550,542
16203,Phillip,898181,541
16204,Nicholas,657653,938
16205,Leonid,858035,1092
16206,Jerry,747893,2339
16207,Johannes,817190,1786
16208,Xing,788045,2357
16209,Ann,837688,2069
16210,Zachary,907861,1258
16211,Alexei,658950,1335
16212,Lavrentiy,727747,919
16213,Elbrus,757723,2327
16214,Tanya,738358,1860
16215,Wolfgang,777450,894
16216,George,697745,691
16217,Ann,686673,1625
16218,Anya,718353,2164
16219,Vladimir,767965,1470
16220,Hermann,697611,739
16221,Nikita,757057,1534
16222,Leonid,907273,631
16223,Anya,776553,2125
16224,Alexander,677992,696
16225,Tanya,677892,1782
16226,Wolfgang,758010,1481
16227,Tanya,817296,738
16228,Yuri,887512,1806
16229,Brandon,667469,2485
16230,Deng,867539,1471
16231,Lavrentiy,788042,2241
16232,Tan,838368,2339
16233,Konstantin,818124,1862
16234,Natalia,788587,1431
16235,Edna,796990,808
16236,Leonid,818943,1975
16237,Nikita,906812,997
16238,Martin,709090,668
16239,Brandon,847895,933
16240,Rose,798399,1326
16241,Leonid,827142,1779
16242,Wolfgang,827846,770
16243,Elbrus,708738,2378
16244,Xing,757565,1897
16245,Brandon,738285,1030
16246,Lavrentiy,826592,1683
16247,Ann,867534,2061
16248,Georgy,848090,2281
16249,George,658174,1489
16250,Lyudmila,698026,1140
16251,Brandon,758953,564
16252,Wolfgang,827665,1923
16253,Wolfgang,879010,1244
16254,Tan,836977,802
16255,James,876726,2349
16256,Tanya,707120,1167
16257,Xing,828252,1482
16258,Imran,777336,1811
16259,Vladimir,788317,2432
16260,Vladimir,717582,2270
16261,Lavrentiy,797390,1769
16262,Brandon,897247,2351
16263,Lavrentiy,838457,1791
16264,Kevin,757115,538
16265,Iosif,856759,2172
16266,Lyudmila,828691,1071
16267,Yuri,659077,821
16268,Martin,737689,698
16269,Elbrus,737328,2292
16270,Kamila,757483,1100
16271,Lyudmila,727298,2340
16272,Rose,827136,2458
16273,Imran,908450,1497
16274,Anya,668056,2255
16275,Lyudmila,908366,1674
16276,Gregoire,816660,1497
16277,Amir,718220,577
16278,Amir,758317,2368
16279,Elbrus,777048,2127
16280,Hermann,838622,2150
16281,Carlos,657375,1147
16282,Lyudmila,727772,1671
16283,Natalia,757782,688
16284,Wolfgang,787811,1153
16285,George,768388,766
16286,Kamila,758854,2323
16287,Vladimir,868287,1933
16288,Brandon,668036,1724
16289,Georgy,728453,2258
16290,Ann,736873,2422
16291,Natalia,758790,1756
16292,Phillip,677636,1215
16293,Kevin,847443,1611
16294,Rose,887127,2304
16295,Frank,887470,799
16296,Lizbeth,858773,828
16297,Martin,826556,848
16298,Rose,887950,1142
16299,Aman,816522,531
16300,Konstantin,668085,542
16301,Hodges,688458,1249
16302,Martin,758666,771
16303,Rose,867965,1080
16304,Chemena,707960,2157
16305,Brandon,677859,1330
16306,Harry,697173,1488
16307,Vladimir,838024,1426
16308,Matt,697568,1906
16309,Ann,707981,2156
16310,Matt,718327,796
16311,Martin,837670,505
16312,Elbrus,667225,1307
16313,Nikita,737198,1741
16314,Vladimir,768899,1122
16315,Lizbeth,676934,805
16316,George,907198,2481
16317,Hodges,786956,2109
16318,Ann,698369,734
16319,James,777453,1444
16320,Brandon,758831,2177
16321,Brandon,826814,828
16322,Gregoire,876764,2429
16323,Ann,828183,764
16324,Nicholas,797295,2233
16325,Martin,868143,532
16326,Vladimir,876946,799
16327,Chemena,786673,2299
16328,Johannes,718040,2264
16329,Leonid,877449,2066
16330,Pavel,768427,1347
16331,Wolfgang,717954,546
16332,Nicholas,908867,1348
16333,Vladimir,767912,1339
16334,Imran,798333,1343
16335,Natalia,807065,839
16336,Nicholas,758815,953
16337,Natalia,666747,1677
16338,George,667368,1167
16339,Deng,678542,571
16340,Kevin,677649,1016
16341,James,857044,1615
16342,Wolfgang,868249,2203
16343,Alexei,776736,1464
16344,Jerry,707526,2110
16345,Nikita,856766,1651
16346,Zachary,738528,1231
16347,Phillip,656642,1172
16348,George,696822,1603
16349,Aman,817491,2306
16350,Harry,697769,1006
16351,Alexei,897858,2064
16352,Pashka,667447,2214
16353,Konstantin,757358,1768
16354,Frank,889018,1857
16355,Lyudmila,896554,873
16356,Zachary,676961,2207
16357,Anya,817756,2348
16358,Natalia,708978,1549
16359,Zachary,817288,1232
16360,Chemena,886660,1143
16361,Elbrus,818469,2489
16362,Georgy,887898,2139
16363,Vladimir,857761,1418
16364,Harry,767978,2468
16365,Konstantin,777252,2297
16366,Leonid,678411,973
16367,George,909058,2106
16368,Hodges,818074,2052
16369,Elbrus,677953,2159
16370,Chemena,828926,2152
16371,Nicholas,687775,1648
16372,Aman,907392,1027
16373,Amir,837474,854
16374,Nicholas,717874,1658
16375,Elbrus,757381,634
16376,Hermann,778772,2150
16377,Deng,886694,2052
16378,Leonid,768623,2196
16379,George,747714,1576
16380,Wolfgang,658585,2401
16381,Wolfgang,868339,694
16382,Kamila,717565,921
16383,Leonid,796861,1454
16384,Edna,828884,1778
16385,Lyudmila,719095,981
16386,Brandon,696625,1770
16387,Anya,788466,2351
16388,Johannes,687032,1482
16389,Hajymyrat,818766,1652
16390,Rose,887022,625
16391,Chemena,688033,1653
16392,Harry,907296,1252
16393,Tanya,797567,2224
16394,Johannes,747540,2497
16395,Chemena,727113,702
16396,Anya,776673,554
16397,Pashka,707339,2218
16398,Imran,896878,2459
16399,Elbrus,788126,1196
16400,Deng,776898,1605
16401,Harry,898164,1747
16402,Wolfgang,786650,2365
16403,Amir,787915,2317
16404,Kevin,667790,940
16405,Jose,747614,2092
16406,George,846527,2321
16407,Harry,658236,1346
16408,Pavel,698843,2356
16409,George,757492,1497
16410,James,847296,1796
16411,Aman,686876,901
16412,Lavrentiy,656932,1058
16413,Alexander,876675,1146
16414,Johannes,828560,917
16415,Anya,888737,962
16416,Yuri,878591,1522
16417,Pashka,757131,1570
16418,Frank,819050,2400
16419,Yuri,687438,1200
16420,George,836710,1200
16421,Hajymyrat,777635,1160
16422,Kevin,738741,548
16423,Johannes,898990,733
16424,Wolfgang,807254,1255
16425,Kamila,817725,947
16426,Phillip,908355,1136
16427,Nicholas,706929,1940
16428,James,758336,1496
16429,Phillip,697383,1723
16430,Frank,836620,1787
16431,Alexander,756647,2390
16432,Amir,658093,985
16433,Frank,728325,2112
16434,Nate,878114,661
16435,Carlos,878123,1105
16436,Johannes,766553,716
16437,Phillip,717783,1809
16438,Ann,727052,1966
16439,Gregoire,696857,1480
16440,Kevin,728751,771
16441,Hajymyrat,737140,805
16442,Chemena,847582,1491
16443,Ann,896756,1108
16444,Chemena,756777,527
16445,Alexander,787772,2459
16446,Tan,777441,2329
16447,Zachary,756664,1279
16448,Zachary,709011,1666
16449,Kamila,888093,551
16450,Jose,789086,1948
16451,Hermann,807828,1043
16452,Natalia,736819,1540
16453,Tanya,796949,505
16454,Aman,878889,2096
16455,Elbrus,676620,1991
16456,Martin,656549,1926
16457,Iosif,757926,537
16458,Iosif,898364,1197
16459,George,887272,1353
16460,Amir,828471,642
16461,Nicholas,717069,1628
16462,Ann,738867,1917
16463,Matt,727928,980
16464,Konstantin,797945,731
16465,Jose,758850,1542
16466,Tan,686929,663
16467,Pashka,728954,1795
16468,Kamila,717595,1087
16469,Jose,878581,1803
16470,Hajymyrat,898232,677
16471,Xing,877717,1424
16472,Elbrus,888968,1371
16473,Kamila,808467,2064
16474,Yuri,857456,1233
16475,Pavel,877596,2498
16476,Rose,787357,846
16477,Lizbeth,718270,751
16478,Vladimir,866558,2401
16479,Frank,807153,1920
16480,Aman,908094,2173
16481,Lavrentiy,808655,2394
16482,Deng,737727,1178
16483,Alexei,837776,1542
16484,Tan,707857,885
16485,Nikita,747910,1111
16486,Hajymyrat,898048,2103
16487,Ann,896738,1931
16488,Alexander,777798,1460
16489,Imran,866647,1431
16490,Lyudmila,858299,2391
16491,Zachary,746992,1597
16492,Rose,797314,1943
16493,Wolfgang,777067,1907
16494,George,667567,2066
16495,Zachary,856739,2456
16496,Jose,807218,1152
16497,Nikita,828958,1120
16498,Anya,788895,1170
16499,Georgy,697315,1723
16500,Hajymyrat,826987,1496
16501,Leonid,768216,868
16502,Nicholas,667487,1980
16503,Pavel,836843,648
16504,Nate,686643,1406
16505,Nate,767953,2036
16506,Edna,808510,1478
16507,Deng,837367,1241
16508,Aman,738326,928
16509,Tanya,697875,1771
16510,Georgy,777685,1113
16511,Chemena,846742,2192
16512,George,817576,1930
16513,Wolfgang,818625,1382
16514,Alexei,807418,1554
16515,Hodges,667681,2274
16516,Kevin,797814,1228
16517,Alexander,717133,1547
16518,Jose,788315,2135
16519,Amir,828855,1102
16520,Vladimir,827682,772
16521,Carlos,767068,2239
16522,Harry,827868,720
16523,Nikita,888278,1421
16524,Jose,838180,1644
16525,Zachary,847670,2320
16526,Elbrus,778843,1037
16527,Hajymyrat,906616,514
16528,Amir,817129,2261
16529,Leonid,716793,862
16530,Kamila,717827,1876
16531,Iosif,808581,961
16532,Jerry,678648,1430
16533,Alexander,728424,1740
16534,George,718459,1377
16535,Aman,879075,849
16536,Nikita,726732,1278
16537,Edna,717554,1775
16538,Wolfgang,666867,865
16539,Deng,697271,1713
16540,Zachary,739093,2022
16541,Lyudmila,908078,2101
16542,Alexei,767069,1793
16543,Hajymyrat,807879,1859
16544,Alexander,658839,1049
16545,George,909040,1932
16546,Aman,746877,819
16547,Pashka,867830,2375
16548,Carlos,656848,2471
16549,Alexander,897928,1989
16550,Zachary,658597,1909
16551,Matt,806676,2357
16552,Frank,666881,1242
16553,Alexander,726536,1087
16554,Alexander,788859,2355
16555,Phillip,726515,857
16556,Jerry,758982,2471
16557,Hodges,798499,1590
16558,Xing,777951,2364
16559,Alexander,848218,1969
16560,Anya,908387,665
16561,Georgy,898744,2399
16562,Wolfgang,757825,1016
16563,Zachary,877783,2477
16564,Phillip,776868,2181
16565,Deng,677940,1260
16566,Georgy,778813,1397
16567,Natalia,889036,2040
16568,Vladimir,767766,1396
16569,Anya,757679,1058
16570,Anya,878726,2305
16571,Deng,807835,581
16572,Rose,886835,2444
16573,James,848195,905
16574,Harry,727877,848
16575,Aman,836949,1014
16576,Elbrus,726957,1215
16577,Johannes,816570,936
16578,Kevin,867421,1139
16579,Chemena,676671,2284
16580,Elbrus,657114,1103
16581,Martin,898193,836
16582,Tan,718769,1336
16583,Hajymyrat,739034,911
16584,Rose,738862,1847
16585,Brandon,748452,939
16586,Wolfgang,728766,2126
16587,Lizbeth,826563,1927
16588,Imran,808179,633
16589,Carlos,799053,1752
16590,Alexei,716831,1355
16591,Chemena,848093,1616
16592,Sergei,807443,781
16593,Sergei,708378,556
16594,Carlos,698174,1766
16595,Deng,758629,1557
16596,Nikita,736743,2107
16597,Pavel,857640,1175
16598,Frank,836931,2283
16599,Nate,716889,1758
16600,Hodges,686921,2220
16601,Harry,766590,1565
16602,George,878186,1794
16603,Kamila,736756,989
16604,Anya,658936,892
16605,Rose,686670,1228
16606,Hajymyrat,667684,1622
16607,Hajymyrat,687361,2150
16608,Alexei,806982,1482
16609,Amir,656590,525
16610,Yuri,816982,1019
16611,Kamila,668929,860
16612,Lyudmila,876746,748
16613,Brandon,656757,2104
16614,Deng,847372,706
16615,James,847633,763
16616,Wolfgang,746849,1063
16617,George,906941,1189
16618,Nikita,707089,779
16619,George,728783,1671
16620,Alexander,808728,1059
16621,Edna,698289,1906
16622,Georgy,797784,2291
16623,Matt,727999,2379
16624,Zachary,708456,1065
16625,Lavrentiy,747095,2046
16626,Brandon,816883,1951
16627,Brandon,778433,2043
16628,Leonid,696730,868
16629,Lavrentiy,717978,1223
16630,Phillip,657490,928
16631,Hermann,838761,2092
16632,Ann,657939,2197
16633,Aman,907740,1842
16634,Georgy,829014,2124
16635,Hajymyrat,867958,1663
16636,Lavrentiy,676523,1058
16637,Kevin,707736,2349
16638,Deng,738139,665
16639,Imran,656626,2461
16640,Hodges,727420,1541
16641,Harry,897915,2106
16642,Kevin,818096,1820
16643,Brandon,677417,1997
16644,Pashka,816663,569
16645,Kevin,727575,1416
16646,Sergei,678778,1752
16647,Alexei,857519,1127
16648,Tan,798348,1765
16649,Konstantin,748932,1601
16650,Phillip,797416,2255
16651,Johannes,857372,981
16652,Lizbeth,838385,2429
16653,Tan,858452,512
16654,Elbrus,707899,2381
16655,Tanya,858393,1637
16656,Harry,766735,1992
16657,Zachary,676986,2436
16658,Kevin,807855,807
16659,Rose,718479,2262
16660,Kevin,838115,1162
16661,Edna,668420,830
16662,Nikita,778663,2284
16663,Wolfgang,897184,1074
16664,Carlos,828194,2238
16665,Martin,687652,1656
16666,Zachary,818588,1471
16667,Kamila,746886,547
16668,Ann,848112,1770
16669,Nate,708427,762
16670,Jerry,808015,1710
16671,Gregoire,886860,1540
16672,Tan,786639,1646
16673,Matt,718945,859
16674,Elbrus,908746,1272
16675,Pashka,877638,1269
16676,George,768592,2367
16677,Martin,799057,1900
16678,Yuri,888271,2494
16679,George,686764,1408
16680,Natalia,717983,1676
16681,Sergei,806967,1962
16682,Lyudmila,898469,2203
16683,Sergei,897356,1298
16684,Lizbeth,878388,642
16685,Deng,789023,645
16686,Rose,877898,2266
16687,Alexei,777053,863
16688,Deng,858767,1413
16689,Imran,738736,762
16690,George,767936,2312
16691,Phillip,717592,1471
16692,Rose,776690,804
16693,Jose,897465,623
16694,Gregoire,746571,1702
16695,Martin,877014,2359
16696,Jerry,768659,2112
16697,James,739096,1333
16698,Natalia,766934,1321
16699,Alexander,908528,1124
16700,Leonid,798266,517
16701,Iosif,687961,2499
16702,Edna,766854,1813
16703,Hajymyrat,856665,1091
16704,Hermann,818276,1831
16705,Lyudmila,719033,1433
16706,Tanya,789084,1315
16707,Yuri,847688,985
16708,Brandon,707059,664
16709,Nicholas,787550,1707
16710,Alexei,908593,1971
16711,Sergei,817672,909
16712,Kevin,667615,1297
16713,Leonid,868812,551
16714,Sergei,868382,1874
16715,Konstantin,837464,1483
16716,Tan,698523,1069
16717,Alexander,688114,552
16718,Gregoire,857314,987
16719,Johannes,777899,1673
16720,Xing,729033,1117
16721,Nikita,798073,2325
16722,Ann,796547,990
16723,Iosif,897352,665
16724,Edna,837668,1158
16725,Kevin,907878,1875
16726,Edna,677338,1960
16727,Tan,907165,837
16728,Jerry,668040,1890
16729,Jerry,717660,1892
16730,Jose,677231,1607
16731,Edna,668833,658
16732,Xing,866932,1104
16733,Jose,658520,2417
16734,Pashka,888381,627
16735,Wolfgang,807116,724
16736,Lavrentiy,867892,1925
16737,Carlos,888090,2342
16738,Jose,797184,1747
16739,James,867417,1988
16740,Pavel,787187,1776
16741,Sergei,798153,2273
16742,Amir,697188,1244
16743,George,897763,2381
16744,Ann,788675,1525
16745,Leonid,656959,1596
16746,George,777488,1823
16747,Gregoire,896910,1154
16748,Tanya,847640,1480
16749,Konstantin,678123,2374
16750,Konstantin,707442,2188
16751,Ann,798216,1846
16752,Vladimir,797164,2465
16753,Matt,747561,2134
16754,Nate,757591,2476
16755,Amir,768093,716
16756,Lyudmila,817146,503
16757,Xing,716651,1264
16758,Edna,888327,1443
16759,Natalia,788441,1525
16760,Edna,887081,1127
16761,Phillip,798367,722
16762,Anya,758282,1715
16763,Imran,677945,871
16764,Edna,846642,1636
16765,Nikita,748724,1313
16766,Jerry,739021,1704
16767,Johannes,747726,1864
16768,Natalia,866795,774
16769,James,738712,2122
16770,Johannes,857153,981
16771,Xing,666712,1869
16772,George,658772,802
16773,Frank,668891,1878
16774,Leonid,797270,2320
16775,James,867867,833
16776,Kevin,667086,784
16777,George,866995,1569
16778,Martin,836955,1764
16779,Ann,747718,1909
16780,Lizbeth,666528,926
16781,Leonid,839091,1673
16782,Wolfgang,766916,1503
16783,Frank,727843,1951
16784,Yuri,657460,1145
16785,Martin,747231,1446
16786,Jose,677911,636
16787,Lyudmila,826953,753
16788,Zachary,778674,1376
16789,Natalia,716987,1021
16790,Matt,738660,1146
16791,Lyudmila,878310,2337
16792,Yuri,798444,2288
16793,Carlos,848239,751
16794,Pashka,857168,693
16795,Rose,767667,2381
16796,Jose,739020,2373
16797,Nicholas,887619,1247
16798,Zachary,867068,1096
16799,Lyudmila,686527,1547
16800,Nicholas,727935,1304
16801,Deng,808414,741
16802,Ann,678255,2445
16803,Harry,879035,939
16804,Anya,707029,1968
16805,Gregoire,838545,509
16806,Johannes,798851,1435
16807,Tan,826812,817
16808,Amir,787736,1295
16809,Phillip,827457,589
16810,Rose,807977,1906
16811,Xing,796528,1857
16812,Harry,847336,783
16813,Martin,697020,669
16814,Harry,806956,1091
16815,Harry,746873,1954
16816,Johannes,726980,1530
16817,Zachary,747825,1948
16818,Anya,718182,1513
16819,Edna,717882,2154
16820,Harry,787434,1493
16821,Imran,898572,1209
16822,Iosif,768475,2176
16823,Alexander,878829,999
16824,Ann,777498,1088
16825,Sergei,907283,2407
16826,Elbrus,858170,1179
16827,Ann,737030,2236
16828,Kevin,747876,2388
16829,Lavrentiy,707691,1702
16830,Tanya,908466,1316
16831,Deng,757312,618
16832,Nicholas,858135,1038
16833,Phillip,768465,2355
16834,Hodges,656953,1006
16835,Tan,786957,851
16836,Nicholas,737882,1082
16837,Chemena,877729,1915
16838,Chemena,839065,1689
16839,Amir,807637,984
16840,Hermann,778532,750
16841,Jose,869028,1339
16842,Zachary,796910,1406
16843,Brandon,859061,1843
16844,Tan,798853,1283
16845,Aman,858388,549
16846,Rose,897550,2465
16847,Tan,688644,2465
16848,Ann,837730,1173
16849,Alexei,907743,1809
16850,Pashka,867469,1447
16851,Natalia,858927,739
16852,George,908250,2001
16853,Ann,857479,1706
16854,Nicholas,847587,1575
16855,Xing,698858,1764
16856,Yuri,866870,1453
16857,Ann,688429,1929
16858,Kamila,798840,2354
16859,Kamila,688026,2077
16860,Johannes,848092,1394
16861,Xing,848369,736
16862,Leonid,658620,1240
16863,Brandon,688758,2291
16864,Sergei,708768,562
16865,Hodges,857092,2247
16866,Tan,728311,2078
16867,Yuri,847248,1772
16868,Tan,838417,2088
16869,Edna,737013,1115
16870,Brandon,667148,552
16871,James,689087,1829
16872,Imran,797849,960
16873,Jose,808017,2344
16874,Pavel,768623,2088
16875,Pashka,788863,1605
16876,Kamila,737195,1632
16877,Pashka,736996,1913
16878,Carlos,798594,1848
16879,Hodges,847357,1005
16880,Kamila,808192,1477
16881,Vladimir,886659,704
16882,Amir,747325,2010
16883,Edna,766627,1455
16884,Georgy,908246,1171
16885,Xing,807254,1459
16886,Nicholas,738247,2307
16887,Alexander,748592,2221
16888,Lyudmila,768885,1126
16889,Rose,687264,1311
16890,Pavel,766753,1387
16891,Ann,796597,894
16892,Iosif,818025,1316
16893,Tanya,878698,1140
16894,Aman,836540,1328
16895,Hajymyrat,837026,1936
16896,Aman,668519,915
16897,Lyudmila,737575,1755
16898,Brandon,887861,1073
16899,Konstantin,747947,990
16900,Leonid,726844,642
16901,Carlos,868831,2138
16902,Pashka,717289,1417
16903,Nikita,687394,2244
16904,Ann,718532,1899
16905,Iosif,878767,2151
16906,Carlos,878150,791
16907,Zachary,858013,1315
16908,Nicholas,678735,2470
16909,Jose,857469,660
16910,Kamila,748058,775
16911,Konstantin,898059,1448
16912,Alexei,748259,2192
16913,Jose,727192,1879
16914,Deng,868329,577
16915,Elbrus,788945,2370
16916,Hajymyrat,758929,1550
16917,Tanya,868325,2417
16918,Lavrentiy,708413,2082
16919,Lizbeth,777739,2049
16920,Matt,817866,2120
16921,Tan,798710,1140
16922,Hajymyrat,736912,1396
16923,Edna,818779,569
16924,Nicholas,726557,1453
16925,Vladimir,687546,1048
16926,Zachary,808438,1389
16927,Kamila,808371,959
16928,Gregoire,657731,1938
16929,Edna,738989,889
16930,Nate,736789,2286
16931,Wolfgang,778635,1144
16932,Brandon,908795,1379
16933,Anya,836583,1854
16934,Anya,887788,648
16935,Xing,688652,1618
16936,Aman,807467,1825
16937,Natalia,727145,1373
16938,Alexander,887098,1295
16939,Nate,667657,1267
16940,Tan,898754,1955
16941,Frank,787698,1842
16942,Tanya,787862,1589
16943,Carlos,686788,848
16944,Vladimir,777111,1328
16945,Wolfgang,887871,1583
16946,Vladimir,709013,1384
